,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,ease-ment,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,bbl
36125,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,359,9, ,C0,136 SUMMIT STREET                        ,            ,11231,3,0,3,670,3312,1899,1,C0,2094000,2008-01-17,3003590009
36126,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,371,52, ,C0,77A FOURTH PLACE                         ,            ,11231,3,0,3,1967,2280,1899,1,C0,0,2008-09-17,3003710052
36127,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,373,11, ,C0,6 4TH PLACE                              ,            ,11231,3,0,3,860,2100,1899,1,C0,0,2008-08-01,3003730011
36128,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,381,49, ,C0,153 WEST 9TH   STREET                    ,            ,11231,3,0,3,1683,2079,1901,1,C0,0,2008-01-10,3003810049
36132,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,414,52, ,C0,317 DEGRAW STREET                        ,            ,11231,3,0,3,1667,2624,1901,1,C0,1300000,2008-10-30,3004140052
36133,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,428,11, ,C0,318 SACKETT STREET                       ,            ,11231,3,0,3,1650,3192,1899,1,C0,0,2008-01-21,3004280011
36134,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,429,74, ,C0,361 UNION STREET                         ,            ,11231,3,0,3,1800,3600,1899,1,C0,0,2008-08-25,3004290074
36135,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,435,40, ,C0,290 PRESIDENT STREET                     ,            ,11231,3,0,3,2025,3840,1899,1,C0,0,2008-07-10,3004350040
36137,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,436,37, ,C0,388 UNION STREET                         ,            ,11231,3,0,3,1633,2880,1899,1,C0,1550000,2008-12-12,3004360037
36138,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,436,37, ,C0,388 UNION STREET                         ,            ,11231,3,0,3,1633,2880,1899,1,C0,0,2008-06-25,3004360037
36139,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,450,29, ,B2,290 CARROLL STREET                       ,            ,11231,2,0,2,1842,2280,1899,1,C0,0,2008-02-04,3004500029
36140,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,450,56, ,A4,29 2 STREET                              ,            ,11231,1,0,1,1930,3634,1901,1,C0,1670000,2008-02-27,3004500056
36141,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,474,18, ,C0,192 NELSON STREET                        ,            ,11231,3,0,3,2000,3000,1899,1,C0,1360000,2008-08-06,3004740018
36142,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,478,17, ,C0,192 WEST 9TH STREET                      ,            ,11231,3,0,3,1875,4000,1901,1,C0,1325000,2008-09-02,3004780017
36148,3,CARROLL GARDENS          ,05  TAX CLASS 1 VACANT LAND                 ,1B,339,18, ,V0,SACKETT STREET                           ,            ,11231,0,0,0,1667,0,0,1,V0,800000,2008-10-10,3003390018
36149,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,350,6, ,C3,557 HENRY STREET                         ,            ,11231,4,0,4,2675,5000,1900,2,C3,0,2008-07-25,3003500006
36151,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,351,14, ,C1,242 PRESIDENT STREET                     ,8,11231,8,0,8,2500,6584,1920,2,C1,0,2008-09-11,3003510014
36152,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,351,14, ,C1,242 PRESIDENT STREET                     ,8,11231,8,0,8,2500,6584,1920,2,C1,0,2008-09-11,3003510014
36153,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,354,33, ,C3,568 HENRY STREET                         ,            ,11231,4,0,4,1750,2660,1900,2,C3,0,2008-06-08,3003540033
36154,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,356,22, ,C3,222 CARROLL STREET                       ,            ,11231,4,0,4,1667,2298,1900,2,C3,0,2008-09-26,3003560022
36155,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,356,51, ,C2,71 1ST PLACE                             ,            ,11231,5,0,5,2500,6400,1900,2,C2,0,2008-11-26,3003560051
36156,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,359,44, ,C3,71 WOODHULL STREET                       ,            ,11231,4,0,4,1500,2500,1900,2,C3,1430000,2008-06-16,3003590044
36157,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,361,10, ,C2,64 FIRST PLACE                           ,            ,11231,5,0,5,2050,4100,1910,2,C2,0,2008-03-27,3003610010
36158,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,361,24, ,C3,92 FIRST PLACE                           ,            ,11231,4,0,4,2500,3974,1900,2,C3,0,2008-06-03,3003610024
36159,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,361,44, ,C3,73 2ND PLACE                             ,            ,11231,4,0,4,2133,3242,1930,2,C3,0,2008-04-24,3003610044
36160,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,361,44, ,C3,73 2 PLACE                               ,            ,11231,4,0,4,2133,3242,1930,2,C3,400000,2008-04-24,3003610044
36161,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,361,44, ,C3,73 2 PLACE                               ,            ,11231,4,0,4,2133,3242,1930,2,C3,400000,2008-04-24,3003610044
36162,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,364,28, ,C3,602 HENRY STREET                         ,            ,11231,4,0,4,1943,2620,1930,2,C3,0,2008-06-09,3003640028
36163,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,365,32, ,C3,56 SECOND PLACE                          ,4,11231,4,0,4,1280,2696,1900,2,C3,1625000,2008-08-19,3003650032
36164,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,366,8, ,C3,66 2ND PLACE                             ,            ,11231,4,0,4,1353,2640,1920,2,C3,0,2008-04-12,3003660008
36165,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,370,54, ,C1,5 4TH PLACE                              ,8,11231,8,0,8,2000,5300,1910,2,C1,1250000,2008-01-18,3003700054
36166,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,373,24, ,C3,34 4TH PLACE                             ,            ,11231,4,0,4,2100,2793,1900,2,C3,0,2008-01-14,3003730024
36167,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,379,14, ,C3,136 NELSON STREET                        ,            ,11231,4,0,4,1875,2138,1900,2,C3,0,2008-06-11,3003790014
36172,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,436,62, ,C3,315A PRESIDENT STREET                    ,            ,11231,4,0,4,1723,3060,1920,2,C3,0,2008-10-23,3004360062
36173,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,1,443,12, ,C0,304 PRESIDENT STREET                     ,            ,11231,3,0,3,1957,3440,1920,2,C3,1900000,2008-07-31,3004430012
36174,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,450,20, ,C3,272 CARROLL STREET                       ,            ,11231,4,0,4,1930,2425,1920,2,C3,2200000,2008-07-31,3004500020
36175,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,459,16, ,C3,124 1 PLACE                              ,            ,11231,4,0,4,2500,3000,1920,2,C3,0,2008-06-20,3004590016
36176,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,1,460,10, ,B2,22 2ND STREET                            ,            ,11231,2,0,2,1800,3040,1901,2,C3,1412500,2008-03-18,3004600010
36177,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,463,36, ,C3,117 THIRD PLACE                          ,            ,11231,4,0,4,2000,2400,1920,2,C3,0,2008-04-18,3004630036
36178,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,339,1, ,C6,"391 CLINTON STREET, 1B                   ",            ,11231,0,0,0,0,0,1909,2,C6,815000,2008-07-07,3003390001
36179,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,343,34, ,C6,"161 PRESIDENT STREET, 2R                 ",            ,11231,0,0,0,0,0,1900,2,C6,477612,2008-12-10,3003430034
36180,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,345,50, ,C6,"233 PRESIDENT ST, 3                      ",            ,11231,0,0,0,0,0,1920,2,C6,951000,2008-09-15,3003450050
36181,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,351,9, ,C6,"232 PRESIDENT STREET, 1L                 ",            ,11231,0,0,0,0,0,1920,2,C6,690000,2008-05-12,3003510009
36182,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2,355,30, ,C6,"450 CLINTON STREET, 3L                   ",            ,11231,0,0,0,0,0,1900,2,C6,899000,2008-04-07,3003550030
36183,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,355,36, ,C6,"31 1ST PLACE, 3                          ",            ,11231,0,0,0,0,0,1900,2,C6,780000,2008-07-01,3003550036
36184,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,355,36, ,C6,"31 1ST PLACE, 2                          ",            ,11231,0,0,0,0,0,1900,2,C6,642000,2008-09-04,3003550036
36185,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,359,26, ,C6,"582 HENRY STREET, 1                      ",            ,11231,0,0,0,0,0,1900,2,C6,775000,2008-04-16,3003590026
36186,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,366,25, ,C6,"98 2ND PLACE, 1F                         ",            ,11231,0,0,0,0,0,1900,2,C6,749000,2008-02-08,3003660025
36187,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,370,55, ,C6,"3 FOURTH PLACE, 6                        ",            ,11231,0,0,0,0,0,1910,2,C6,300000,2008-01-23,3003700055
36188,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,371,3, ,C6,"503 CLINTON STREET, 2                    ",            ,11231,0,0,0,0,0,1899,2,C6,581500,2008-07-15,3003710003
36189,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,371,36, ,C6,"102 THIRD PLACE, 8                       ",            ,11231,0,0,0,0,0,1900,2,C6,639000,2008-04-30,3003710036
36190,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,371,36, ,C6,"102 THIRD PLACE, 7                       ",            ,11231,0,0,0,0,0,1900,2,C6,580000,2008-07-07,3003710036
36191,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,371,36, ,C6,"102 THIRD PLACE, 100                     ",            ,11231,0,0,0,0,0,1900,2,C6,620000,2008-12-16,3003710036
36193,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,414,18, ,C6,"24 DOUGLASS STREET, 2L                   ",            ,11231,0,0,0,0,0,1910,2,C6,480000,2008-04-30,3004140018
36194,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,414,18, ,C6,"24 DOUGLASS STREET, 4L                   ",            ,11231,0,0,0,0,0,1910,2,C6,530000,2008-05-20,3004140018
36195,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,421,53, ,C6,"333 SACKETT STREET, 2                    ",            ,11231,0,0,0,0,0,1986,2,C6,800000,2008-02-05,3004210053
36196,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,436,17, ,C6,"350 UNION STREET, 2                      ",            ,11231,0,0,0,0,0,1920,2,C6,805000,2008-07-24,3004360017
36197,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,460,34, ,C6,"57 3RD STREET, 6                         ",            ,11231,0,0,0,0,0,1930,2,C6,654000,2008-08-13,3004600034
36198,3,CARROLL GARDENS          ,09  COOPS - WALKUP APARTMENTS               ,2C,464,28, ,C6,"40 THIRD STREET, 5                       ",            ,11231,0,0,0,0,0,1899,2,C6,637500,2008-02-15,3004640028
36219,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,337,17, ,S9,502 HENRY STREET                         ,            ,11231,4,2,6,2400,7600,1922,2,S9,1400000,2008-07-15,3003370017
36220,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,414,39, ,S9,252 SMITH STREET                         ,4,11231,2,2,4,1250,2400,1900,2,S9,3450000,2008-12-08,3004140039
36221,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,414,41, ,S4,254 SMITH STREET                         ,4,11231,4,1,5,2250,3000,1900,2,S4,0,2008-12-08,3004140041
36222,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,463,6, ,S9,106 2 PLACE                              ,            ,11231,3,3,6,2500,7250,1900,2,S9,450000,2008-05-08,3004630006
36223,3,CARROLL GARDENS          ,14  RENTALS - 4-10 UNIT                     ,2A,470,6, ,S4,455 COURT STREET                         ,            ,11231,4,1,5,2500,5000,1995,2,S4,0,2008-11-05,3004700006
36260,3,CARROLL GARDENS          ,22  STORE BUILDINGS                         ,4,449,8, ,K4,236 CARROLL STREET                       ,            ,11231,4,4,8,2736,7800,1890,4,K4,0,2008-06-23,3004490008
36261,3,CARROLL GARDENS          ,22  STORE BUILDINGS                         ,4,449,8, ,K4,236 CARROLL STREET                       ,            ,11231,4,4,8,2736,7800,1890,4,K4,4600000,2008-03-14,3004490008
36262,3,CARROLL GARDENS          ,27  FACTORIES                               ,4,464,41, ,F9,55 4TH STREET                            ,            ,11231,0,1,1,5729,6550,1961,4,F9,0,2008-09-16,3004640041
36266,3,CARROLL GARDENS          ,30  WAREHOUSES                              ,4,359,1, ,E9,631 HICKS STREET                         ,            ,11231,0,1,1,2500,2950,1931,4,E9,0,2008-08-01,3003590001
36537,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,301,44, ,A5,155 WARREN STREET                        ,            ,11201,1,0,1,3744,5400,1920,1,A5,5400000,2008-12-16,3003010044
36538,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,305,66, ,A4,21 WARREN PLACE                          ,            ,11201,1,0,1,644,1056,1899,1,A4,925000,2008-08-13,3003050066
36539,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,326,2, ,A9,59 TOMPKINS PLACE                        ,            ,11231,1,0,1,1184,2700,1901,1,A9,0,2008-11-13,3003260002
36540,3,COBBLE HILL              ,01  ONE FAMILY HOMES                        ,1,326,34, ,A9,238 KANE STREET                          ,            ,11231,1,0,1,1334,2086,1901,1,A9,1950000,2008-05-08,3003260034
36541,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,297,25, ,S2,164 COURT STREET                         ,            ,11201,2,1,3,2027,4051,1901,1,S2,0,2008-11-04,3002970025
36542,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,297,39, ,B1,211 CONGRESS STREET                      ,            ,11201,2,0,2,2500,3732,1899,1,B1,2300000,2008-10-17,3002970039
36546,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,301,11, ,B1,16 VERANDAH PLACE                        ,            ,11201,2,0,2,1320,2352,1910,1,B1,853500,2008-02-13,3003010011
36547,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,301,46, ,B1,151 WARREN STREET                        ,            ,11201,2,0,2,1695,3440,1899,1,B1,700000,2008-03-07,3003010046
36548,3,COBBLE HILL              ,02  TWO FAMILY HOMES                        ,1,310,21, ,B9,404A HENRY STREET                        ,            ,11201,2,0,2,1608,3520,1901,1,B9,2450000,2008-06-30,3003100021
